task_id,cpu_load_units,data_size_MB,deadline_s
1,4.272275871837685,3.3011013999571754,12.636467044359648
2,8.791574523042812,2.577818851148482,6.822146300596182
3,8.63642889855717,3.876446274636905,7.105460570625228
4,4.879642843711543,1.6066290619611152,16.255403759416716
5,4.50234456009257,1.0598652950536191,13.570920137528182
6,6.832971387945414,3.0186517393437686,15.312345941156229
7,6.62170141361876,1.4717114021607025,9.301138071954245
8,8.441972193773204,3.7140434552310055,9.59321001069153
9,8.036105146403006,4.340844490062455,9.612524331313159
10,4.147247283989339,3.0127826848774726,17.908722143613154
11,6.30717063230991,4.141371474245709,18.816708274419696
12,9.703590213527542,4.122575490492213,12.700619695643121
13,3.0712481902207807,3.109913567873146,19.96643797592423
14,7.4817537806219025,4.674115670220427,17.19010359642985
15,5.35556826719372,2.4859703432310187,8.885461682600658
16,8.969405427725352,4.067788368893018,8.95063776592483
17,7.885431137444927,1.1412586502097808,19.300227074841622
18,7.003903787788024,4.495741582122946,8.439289776438375
19,5.9467076290661485,4.637451578573514,5.7106897792398295
20,1.0238468785015455,3.1785682641065898,16.352283322009466
21,5.410973468487437,3.655203201633286,6.758459508116449
22,3.921109803966509,1.1600240640813602,6.95750130379121
23,8.397865551541972,4.27155495409419,6.058204142255147
24,1.5382934576017342,3.965422970571721,13.082687344761935
25,7.000674952486081,2.330836364660852,7.919802521372915
26,2.258706717101203,1.2717203676623874,12.150755066912458
27,4.4256344573235555,3.939629213915424,19.465179614674224
28,2.5187251227648337,4.062862038084257,5.139401952405383
29,7.6256370893224155,1.6602645719098374,7.323643251343636
30,1.3387322621648172,4.4756650549206665,13.166965942080282
31,6.123968888527935,4.820168151401798,16.22240887588906
32,7.139016554733773,4.698800799251183,7.522148762841148
33,5.865643440219481,4.61536170378033,17.202493727105207
34,8.169258502669319,4.938380212446607,6.318701171347708
35,7.1367956322868356,4.423624483877156,16.167675256015578
36,8.203099747993306,1.0025656830278566,11.232400124147745
37,2.492577466651644,4.622394249896198,13.115678643718693
38,8.005239405398552,4.416841139810961,8.94561210902254
39,5.342766413104935,4.565299441213812,12.096108574359521
40,5.656812101521573,1.6145731428015324,9.027955959410551
41,2.7342272266999577,2.5237276572836396,9.630847059052147
42,1.1265466518947247,2.463718563455576,10.538886638002099
43,8.30814810436252,4.772934820143254,14.723922367410802
44,5.320158548663603,2.9245642286731206,5.853484120668615
45,3.9449705888311533,1.5843237478916685,15.888354807264996
46,3.7894197564534817,3.7488892364775666,14.955939635055493
47,2.419490229169691,3.486041480475561,18.96806868599278
48,9.073050841364033,4.657616246976332,15.47952091267245
49,7.630060844402316,1.6118994906356763,13.478728168984356
50,4.748106247143673,4.815682703170911,15.300003382715527
51,3.6037376565721324,4.5608763057153565,17.648281128115997
52,8.33761178374748,2.430872832795235,12.940610490939047
53,6.010514883648328,3.3872126104112747,11.887307017509956
54,6.009526653990189,1.555850580522645,13.587282097103266
55,9.927729201767601,2.8218113332513535,9.431799414512538
56,6.512030206655925,3.0864068624523497,15.495480053776285
57,3.3946246430503653,1.2059362970798753,5.773678741495434
58,6.271692548172933,2.3476985976491744,7.7404147172665825
59,4.793432995353514,1.951543270742782,7.865588831172643
60,2.179539178368305,1.5982961925003698,10.389543706217612
61,5.399288210769013,4.512553356319547,15.528903686009405
62,1.2134762781761426,3.6624598345984793,5.734628403508325
63,8.754611712133858,4.189356358103501,10.989181769196968
64,4.88806066412713,2.1964938066696877,13.74969001188876
65,7.577283046678316,4.016358960867414,13.918507741859722
66,9.973959357884963,2.8557230226837036,7.969758117475916
67,5.476479711892007,1.8993084887717093,14.88814460310756
68,5.8307911945536075,4.754854200981558,14.563467996373875
69,3.895510924322057,4.513676213402153,13.888543115846856
70,2.7135826331222,1.8045832819661345,16.610987000115927
71,7.793658724478564,1.100470974294581,11.477266575764002
72,9.48444464013124,4.27270364965911,12.653488604397833
73,6.721487621025634,2.140351142441891,15.472341623316236
74,9.441623407418243,3.8514868212398174,18.59522415497023
75,7.468522563210579,1.7181953100700378,12.528493851574286
76,4.4715048187617725,1.0112898436363826,9.331773226951347
77,9.494247433302188,3.951649490162142,6.1942424232528275
78,6.606319288029856,2.531956737636285,9.949290922829679
79,4.722210131258222,3.4905132522154623,12.502337549722613
80,4.349458787648763,1.0915904394577791,16.972186321790158
81,2.80379705754942,4.216870728522024,15.882920013172459
82,3.1139815269467923,4.835245198030778,12.338374067158341
83,9.586697323883545,3.6023826608746825,15.570160768576498
84,1.693973357633657,1.4320170358210977,17.75780171829239
85,1.2176401615763632,1.5084610235863507,11.477552607669228
86,4.811793252134537,1.6519938297773447,13.42531889248553
87,7.7926553714313584,3.8975273846005543,17.360241796383185
88,6.232185988757399,2.6583242960806244,14.214715681844044
89,8.98335728607808,2.438085202951343,10.614797187746184
90,3.866424212647983,4.914226300305312,11.447917150756535
91,9.59396485866393,3.02990286909292,15.109922966791423
92,8.336977801439444,1.4078014790115723,7.342688177987959
93,1.2022441196856566,1.385468698353486,7.176430348457953
94,3.28299317113493,2.7164615238646412,9.893860404019357
95,9.708675495636996,1.1934135799184462,13.424672601678452
96,7.433801840441692,3.2511922487788554,12.067192132726746
97,6.905340174804401,4.269951461812708,12.519586054244396
98,6.280860456781818,4.27979188365328,13.298106421472891
99,1.9611892960000645,4.940420179788147,8.51650099590424
100,9.737752400095316,2.813171372063793,13.11001750454841
101,2.4427209811459165,1.904806849634027,13.466843625695144
102,6.216848462170227,3.1170615761587745,10.516764279783636
103,6.655384858808841,4.304236454053582,18.68841469918498
104,5.108724853386395,2.462388801682555,8.109484695735755
105,6.526577746008991,4.53273700363222,13.396376386955133
106,1.8777609287491455,3.112794004072261,8.348147067514692
107,3.30613881918899,4.200520509631231,7.267647020212992
108,7.7126374792921935,3.5551013637524433,13.770271396706947
109,3.2187016836547264,4.0953647706062135,10.040268785535492
110,5.764139734659591,2.5564048020571684,10.37959500829258
111,7.036393757719691,1.883926467844054,8.601013003821514
112,5.11976869369395,1.748095466335314,16.455906225647073
113,8.411227686554778,1.280498311649811,19.585775942477056
114,6.955197838932328,4.275063368620042,11.68649110325382
115,5.4689766803749205,4.123845376234826,18.59274335779203
116,1.8863791464506563,2.265647811170035,10.980303353742709
117,2.443420023490712,4.42826721151256,12.72516523250788
118,3.9273532994822453,2.780221719884041,9.303310623207322
119,8.648777170151314,3.720245059490834,13.980148602136794
120,2.0781053623284915,1.0477255438180242,12.684912067567124
121,2.8884386126002672,4.621127671604842,14.440250087666348
122,4.258399333550381,1.4739991421049297,10.75628948538042
123,3.878153037780265,2.29180772651263,14.377207884953098
124,5.649111718825,4.95702267147022,19.219218582420424
125,5.621339034558855,4.258795747069689,13.986437085840254
126,2.6941123183958315,2.979696448288537,7.147907695356322
127,7.346734601268164,2.8597697597914458,13.309547706599817
128,2.125099041648095,2.0816193585555562,5.843396823200876
129,3.568824823490837,1.1739304399861354,9.579132709572722
130,3.4825476664982338,4.580497046650811,5.582943928521066
131,5.151654887128636,1.8907776691282203,6.719872807736542
132,8.015904189540645,4.499261703465541,13.480313311561567
133,8.847327315452134,4.486383255976539,17.73174324932683
134,3.3847446019314615,2.0054762567173627,11.12709030323915
135,9.249680544116462,1.619217576809298,6.280781630929173
136,3.265253927375166,2.01945367423259,19.221494908219334
137,4.473894779674049,1.0645945757898083,5.104256089003608
138,2.234185352494067,2.4838005099451554,7.549723982880536
139,5.848710952514374,3.40335040366655,6.399415735572797
140,8.463268503036904,1.6028438264492406,7.081284298978138
141,7.258377153950269,1.5522951394987512,18.06541284387409
142,4.251610803368859,4.687840592848804,6.4723275291164715
143,1.094946964057502,3.195375537135699,19.532620601971537
144,2.0960210638333403,2.3559009545046687,17.62187153106224
145,4.680703250365754,2.258260573990273,19.994801915054502
146,9.345726884833487,2.640638291328533,9.808816940029727
147,1.6415329955729738,2.3770651331014165,5.0873037297799435
148,1.5524147121098242,3.6521910918071296,8.342502008521896
